id,ds,delta
1991,2020-10-29,-3.68704e-10
1992,2022-11-12,2.0605e-09
1993,2021-06-29,2.03274e-11
1994,2024-11-03,-3.19725e-09
1995,2024-03-04,-1.32253e-07
1996,2023-11-29,2.36266e-09
1997,2023-02-07,-3.58041e-10
1998,2022-08-29,-1.69814e-10
1999,2022-01-03,0.0171896
2000,2022-10-30,0.00953687
2001,2023-01-22,-0.0142738
2002,2022-03-05,-0.13199
2003,2021-05-24,-1.08566e-08
2004,2023-06-23,2.72741e-09
2005,2024-09-04,-9.5899e-10
2006,2022-06-20,7.7897e-13
2007,2023-08-06,3.03395e-11
2008,2022-02-19,1.377e-10
2009,2022-02-20,2.88674e-10
2010,2024-07-26,-4.86986e-09
2011,2021-05-16,-4.15103e-09
2012,2022-07-28,6.76422e-10
2013,2024-07-28,-6.51961e-11
2014,2021-07-20,-4.21962e-10
2015,2021-01-13,0.0587517
2016,2022-02-19,-2.83624e-11
2017,2021-04-25,-3.64801e-10
2018,2023-07-06,-8.47701e-10
2019,2023-06-26,1.69075e-10
2020,2024-01-14,0.0152887
2021,2021-09-25,3.13948e-10
2022,2021-12-02,6.04234e-11
2023,2022-11-13,-2.32519e-10
2024,2021-10-22,0.128888
2025,2024-08-06,-1.50197e-11
2026,2022-08-05,-0.0119779
2027,2021-06-02,1.68898e-08
2028,2021-06-04,5.7255e-11
2029,2022-12-13,6.00322e-09
2030,2021-09-28,-0.0196771
2031,2023-10-03,6.6707e-07
2032,2023-11-13,1.30562e-10
2033,2021-10-26,-5.806e-10
2034,2021-01-13,1.13668e-09
2035,2021-01-04,3.98488e-11
2036,2023-08-17,-1.96387e-11
2037,2023-08-05,-2.86366e-11
2038,2024-01-06,0.0207857
2039,2023-10-31,-4.22616e-08
2040,2023-02-18,-2.73628e-11
2041,2023-11-01,-2.31114e-11
2042,2022-05-17,5.42511e-11
2043,2021-05-22,-0.0140464
2044,2022-07-22,-0.0274471
2045,2021-10-27,2.34413e-10
2046,2022-10-17,-0.0623105
2047,2021-02-02,-2.10685e-09
2048,2023-02-07,-1.5962e-10
2049,2021-06-22,1.81778e-10
2050,2022-06-10,-4.02707e-08
2051,2020-10-25,-0.0211396
2052,2020-11-02,-5.4495e-12
2053,2023-07-19,-1.68111e-09
2054,2022-10-05,1.57415e-09
2055,2022-01-23,-5.42512e-08
2056,2023-01-22,0.0221114
2057,2021-11-10,1.08682e-08
2058,2021-08-20,0.0342656
2059,2021-03-17,-3.0832e-09
2060,2024-03-03,0.0117839
2061,2021-04-18,-0.00209731
2062,2022-04-27,-2.45066e-10
2063,2020-11-14,9.26399e-10
2064,2022-07-06,1.22048e-10
2065,2021-03-11,1.58956e-09
2066,2024-08-27,0.0218721
2067,2023-05-11,1.46662e-09
2068,2022-07-05,-1.87794e-08
2069,2021-02-11,-4.55016e-11
2070,2022-08-01,8.7376e-09
2071,2021-01-27,-9.63964e-09
2072,2020-11-07,8.18198e-08
2073,2024-01-21,2.20992e-11
2074,2024-02-01,9.36387e-12
2075,2022-08-13,-2.93324e-10
2076,2020-12-23,1.27441e-10
2077,2024-07-23,-2.73248e-10
2078,2024-08-05,-6.86714e-11
2079,2021-07-25,3.20916e-11
2080,2021-01-14,-2.44623e-06
2081,2022-05-14,7.86668e-10
2082,2023-04-11,-7.68722e-11
2083,2021-07-10,-6.80986e-12
2084,2022-10-18,6.17825e-10
2085,2021-04-13,-0.0195651
2086,2020-12-28,-0.0143342
2087,2022-08-16,0.0337255
2088,2023-09-27,-2.17662e-09
2089,2022-05-26,-2.86785e-10
2090,2023-03-11,-0.0131125
2091,2023-09-18,0.00982074
2092,2023-09-14,2.62462e-11
2093,2023-08-04,-2.30149e-10
2094,2024-09-01,3.46688e-10
2095,2022-02-27,2.99681e-08
2096,2021-04-04,3.91446e-10
2097,2024-07-22,0.032581
2098,2021-05-19,4.66783e-11
2099,2023-03-10,3.18706e-10
2100,2022-07-21,-0.0023682
2101,2022-06-10,-3.09763e-09
2102,2024-09-18,-0.0458055
2103,2023-02-28,-9.914e-11
2104,2020-10-24,-7.41915e-08
2105,2024-02-05,9.05333e-11
2106,2023-08-10,-0.0848318
2107,2022-12-02,3.0795e-10
2108,2022-11-08,-2.5873e-09
2109,2024-08-18,3.7042e-13
2110,2023-06-13,-0.0574753
2111,2023-04-24,0.0427805
2112,2024-07-13,0.100299
2113,2022-09-29,6.05645e-11
2114,2024-02-24,1.59537e-10
2115,2023-03-29,-3.25738e-12
2116,2022-11-28,0.0885036
2117,2023-05-11,-5.25503e-10
2118,2021-02-12,-0.00337395
2119,2021-12-22,8.2184e-09
2120,2023-05-12,-8.57525e-11
2121,2021-03-23,-1.12714e-09
2122,2024-08-22,-0.244663
2123,2021-03-25,0.0328911
2124,2021-07-07,-1.36774e-11
2125,2021-04-15,-2.14074e-11
2126,2022-01-28,-5.23726e-11
2127,2020-12-30,-1.30339e-09
2128,2021-10-14,-0.023027
2129,2024-10-01,0.00713563
2130,2023-04-08,-3.50505e-10
2131,2022-03-29,-2.7277e-12
2132,2020-10-26,2.36252e-10
2133,2023-02-15,5.97302e-11
2134,2023-05-11,-2.56923e-08
2135,2021-11-07,1.2479e-10
2136,2023-10-29,-5.12624e-09
2137,2020-10-02,2.25341e-11
2138,2022-09-12,7.82047e-11
2139,2022-10-03,0.0110062
2140,2023-01-13,0.035414
2141,2023-07-04,7.02147e-09
2142,2024-03-20,0.0493554
2143,2022-12-04,-0.00850914
2144,2020-12-31,-0.0210203
2145,2024-01-17,-3.07588e-09
2146,2022-01-26,0.0106237
2147,2023-11-13,0.00729948
2148,2024-05-08,7.62874e-10
2149,2023-09-22,-1.73127e-07
2150,2020-11-28,3.5171e-08
2151,2024-04-12,-7.78231e-09
2152,2024-09-11,5.00846e-10
2153,2023-01-20,-8.25626e-11
2154,2023-12-08,2.39798e-07
2155,2021-05-09,-1.29498e-09
2156,2024-01-28,-5.32719e-10
2157,2022-02-05,-0.00298895
2158,2021-06-15,0.0665075
2159,2024-02-03,-3.85887e-11
2160,2024-03-13,2.05785e-10
2161,2023-07-16,1.09952e-09
2162,2023-07-03,-2.76418e-11
2163,2023-03-15,5.85017e-10
2164,2021-08-21,-5.87519e-10
2165,2024-01-15,8.55774e-09
2166,2021-10-06,-8.25032e-09
2167,2021-10-08,-8.23562e-11
2168,2021-05-24,-1.90956e-08
2169,2021-03-29,2.77398e-10
2170,2021-02-03,-6.30756e-10
2171,2023-02-26,4.9911e-11
2172,2022-06-05,4.2666e-10
2173,2021-10-26,2.16367e-10
2174,2021-04-01,-0.0205992
2175,2020-12-15,-4.42045e-11
2176,2023-11-16,-0.058096
2177,2021-07-09,0.0197871
2178,2020-11-06,0.0484132
2179,2021-03-07,3.59303e-09
2180,2021-09-04,3.50514e-09
2181,2022-04-08,-2.10729e-10
2182,2022-03-02,1.28621e-10
2183,2022-12-10,8.21634e-11
2184,2024-01-26,0.0786938
2185,2022-07-01,6.26848e-11
2186,2024-08-12,-8.94957e-09
2187,2022-05-07,-6.91802e-10
2188,2022-11-09,-3.87784e-11
2189,2022-07-27,0.0114129
2190,2021-11-16,3.3967e-11
2191,2023-07-24,0.0107008
2192,2021-07-08,1.77193e-10
2193,2024-04-30,4.0825e-12
2194,2022-05-19,-6.4227e-11
2195,2023-11-24,-1.23958e-09
2196,2022-05-02,8.36055e-09
2197,2023-08-03,1.60344e-09
2198,2023-05-09,0.0192406
2199,2023-05-26,2.41825e-08
2200,2021-11-07,5.75847e-11
2201,2021-02-01,-0.00264083
2202,2023-04-12,1.76997e-10
2203,2023-04-24,1.54925e-09
2204,2024-07-24,2.04643e-08
2205,2023-06-13,1.28541e-08
2206,2023-11-12,-1.47994e-08
2207,2022-04-22,-2.7001e-11
2208,2021-04-18,7.15714e-11
2209,2024-04-14,3.16648e-09
2210,2024-08-25,-1.85366e-10
2211,2023-04-11,1.2827e-10
2212,2024-04-26,-1.42838e-09
2213,2023-12-15,0.0226837
2214,2024-01-27,1.26635e-09
2215,2024-08-02,-6.67086e-11
2216,2024-10-27,-4.90369e-09
2217,2024-01-01,-2.27107e-10
2218,2024-05-08,-0.0304099
2219,2022-12-06,7.84801e-11
2220,2022-05-06,0.00595438
2221,2021-03-02,-3.08946e-09
2222,2022-03-02,-1.34258e-07
2223,2021-07-22,-0.0023303
2224,2024-05-30,3.0626e-11
2225,2021-05-25,-2.04565e-09
2226,2022-10-21,0.0448906
2227,2021-01-12,2.00834e-11
2228,2021-10-25,-0.0403331
2229,2021-07-14,-0.00739538
2230,2021-10-05,-6.71115e-10
2231,2024-10-22,2.00869e-10
2232,2022-03-24,3.45117e-10
2233,2022-08-29,-2.49037e-10
2234,2021-07-23,-2.31561e-08
2235,2023-05-07,-4.72118e-10
2236,2021-03-21,7.60007e-06
2237,2023-09-23,0.00337131
2238,2023-06-01,-1.90088e-11
2239,2023-01-16,-5.79359e-11
2240,2020-10-04,0.00833174
2241,2023-02-25,-1.43694e-11
2242,2022-07-08,-2.98138e-09
2243,2024-09-01,-1.07624e-10
2244,2024-06-16,-0.0117011
2245,2020-12-14,0.0106882
2246,2021-05-14,-0.00215175
2247,2021-05-29,0.0190355
2248,2023-07-18,4.63438e-08
2249,2022-12-31,3.00759e-11
2250,2020-11-07,-0.00979471
2251,2024-10-21,0.0413305
2252,2024-05-23,-7.98894e-10
2253,2021-02-28,-1.33434e-10
2254,2024-01-25,4.18999e-10
2255,2024-05-10,-7.40543e-11
2256,2021-09-29,-3.68013e-09
2257,2022-09-16,-0.0327854
2258,2024-09-24,-1.47566e-05
2259,2021-01-07,9.82416e-09
2260,2021-11-08,0.0137811
2261,2023-05-15,1.60595e-11
2262,2023-08-16,-8.85308e-10
2263,2022-08-17,0.0314511
2264,2021-09-01,3.7956e-09
2265,2022-04-25,-1.01622e-07
2266,2022-12-20,-7.21951e-10
2267,2023-12-23,3.16899e-11
2268,2022-01-26,8.84295e-12
2269,2024-08-07,-3.031e-10
2270,2023-01-08,6.46974e-11
2271,2023-10-31,-1.60663e-09
2272,2024-11-01,-4.4339e-10
2273,2024-07-20,0.0790737
2274,2024-10-09,-0.00117519
2275,2024-10-21,-1.23715e-10
2276,2022-06-21,-3.15242e-11
2277,2021-12-21,0.0100577
2278,2022-02-09,-3.76536e-11
2279,2024-07-29,6.71564e-12
2280,2023-11-26,3.18548e-11
2281,2021-10-28,0.000526266
2282,2021-03-27,-3.95527e-10
2283,2023-07-29,1.6452e-09
2284,2021-08-25,-0.0408973
2285,2021-12-16,8.32787e-10
2286,2022-06-23,-1.06813e-09
2287,2020-11-18,-4.00734e-09
2288,2023-09-07,-1.32202e-10
2289,2023-08-13,6.01473e-10
2290,2023-03-21,0.0368196
2291,2022-02-25,-0.00138024
2292,2023-10-17,-3.37922e-10
2293,2024-10-18,-3.0344e-10
2294,2021-03-29,-0.0471562
2295,2022-11-22,-7.09873e-09
2296,2020-10-23,5.99426e-10
2297,2022-12-20,0.0199787
2298,2023-03-26,-0.0026759
2299,2021-04-02,1.46232e-09
2300,2022-06-04,9.94992e-12
2301,2021-12-27,0.00880363
2302,2021-03-05,-1.24108e-10
2303,2021-07-16,-3.82376e-10
2304,2021-08-18,0.0439157
2305,2020-10-25,-1.30153e-10
2306,2024-02-10,-2.29222e-10
2307,2021-06-08,2.51728e-10
2308,2021-07-13,-8.44413e-10
2309,2022-09-27,-2.69379e-10
2310,2023-12-01,-3.20844e-10
2311,2024-07-22,1.57014e-10
2312,2023-05-01,2.8876e-09
2313,2022-05-24,-0.00120596
2314,2021-08-05,-1.99025e-09
2315,2023-11-06,1.66997e-10
2316,2022-06-25,4.62193e-08
2317,2023-04-08,-3.08683e-10
2318,2021-05-04,9.60601e-10
2319,2022-02-15,-3.76051e-09
2320,2021-11-23,0.0290907
2321,2020-12-14,1.32344e-07
2322,2021-05-14,-5.74232e-11
2323,2022-04-10,0.0150033
2324,2021-01-15,0.00965397
2325,2023-02-19,1.84597e-10
2326,2022-09-24,1.90488e-11
2327,2022-06-06,0.0381627
2328,2024-01-07,1.14245e-09
2329,2021-01-15,2.46004e-11
2330,2021-08-04,-0.00666275
2331,2021-11-08,0.0478088
2332,2022-09-27,8.4946e-07
2333,2022-07-22,-1.04634e-09
2334,2024-05-05,2.67178e-12
2335,2022-12-24,8.19968e-11
2336,2021-05-20,-1.49687e-09
2337,2022-08-25,0.0201275
2338,2020-10-19,-4.38941e-09
2339,2024-07-26,-1.41559e-11
2340,2020-10-01,3.65786e-10
2341,2021-03-19,-0.00199002
2342,2021-10-29,-9.80447e-11
2343,2024-10-13,1.20343e-07
2344,2020-10-26,3.54098e-11
2345,2021-08-19,-9.15511e-12
2346,2023-11-06,-1.10981e-10
2347,2023-08-26,-7.28709e-11
2348,2022-05-30,1.38722e-09
2349,2021-12-23,-7.10099e-12
2350,2022-11-13,-6.75556e-11
2351,2023-04-21,4.14805e-11
2352,2023-04-12,0.00766461
2353,2023-04-18,0.06805
2354,2023-02-10,-1.19822e-10
2355,2023-03-03,1.29088e-09
2356,2023-10-03,1.1156e-09
2357,2021-10-29,7.14673e-08
2358,2021-09-25,-6.7977e-11
2359,2024-01-20,2.91167e-08
2360,2024-10-08,-1.26992e-10
2361,2021-10-26,0.00461045
2362,2024-01-16,-5.25346e-11
2363,2021-07-04,-2.8238e-10
2364,2023-05-04,-0.0224046
2365,2022-02-05,-7.26498e-14
2366,2022-06-10,1.90618e-10
2367,2021-09-10,2.3581e-10
2368,2021-11-15,-0.0183728
2369,2021-06-11,3.60341e-08
2370,2024-03-27,-6.54924e-11
2371,2021-12-27,-1.03903e-09
2372,2022-12-14,5.19813e-10
2373,2022-02-26,0.038954
2374,2023-02-14,-4.64665e-05
2375,2020-11-29,-0.0454345
2376,2021-09-11,2.20901e-05
2377,2024-05-09,-1.0124e-10
2378,2023-05-30,-6.67622e-10
2379,2022-04-11,-1.69361e-10
2380,2021-09-15,-5.29097e-11
2381,2023-06-30,0.00831363
2382,2024-07-14,-1.18284e-10
2383,2024-05-11,-3.09421e-10
2384,2022-09-28,4.09415e-09
2385,2024-10-24,1.00706e-10
2386,2024-05-06,2.4458e-07
2387,2021-07-03,1.54152e-10
2388,2023-02-27,4.43871e-08
2389,2024-09-13,-0.00280725
2390,2024-02-07,1.01257e-09
2391,2024-06-27,-1.13492e-11
2392,2022-08-19,3.67185e-10
2393,2021-07-04,-6.90684e-11
2394,2024-08-21,-1.3152e-08
2395,2023-07-16,8.86889e-10
2396,2022-02-15,1.30606e-10
2397,2022-04-30,-0.00681577
2398,2023-02-06,-5.2849e-08
2399,2024-02-15,-2.65655e-10
2400,2021-04-08,-3.62331e-10
2401,2023-09-28,1.64554e-10
2402,2024-08-22,0.00964111
2403,2023-12-13,-0.000558363
2404,2022-04-17,-2.03701e-09
2405,2022-09-09,-4.26442e-10
2406,2022-05-28,-1.54957e-10
2407,2024-01-19,-4.00211e-11
2408,2022-08-21,-8.52894e-10
2409,2022-09-25,-0.0246619
2410,2024-02-28,2.27727e-10
2411,2022-11-01,3.51921e-08
2412,2023-10-21,-8.97776e-10
2413,2021-02-07,-1.7715e-11
2414,2024-01-10,0.0724012
2415,2024-09-11,0.0272615
2416,2020-11-29,6.06047e-10
2417,2021-03-04,-1.44237e-11
2418,2022-02-10,-4.81553e-11
2419,2023-10-14,-0.017275
2420,2024-04-01,-0.0126294
2421,2023-07-09,1.8394e-10
2422,2023-09-21,9.47136e-11
2423,2021-01-28,3.86133e-10
2424,2023-08-17,-4.39716e-10
2425,2024-02-12,3.4064e-10
2426,2021-12-02,-9.90654e-10
2427,2023-09-21,4.51403e-11
2428,2020-12-30,-9.21036e-11
2429,2022-08-01,2.91875e-09
2430,2021-08-11,1.14667e-11
2431,2024-07-06,1.78623e-10
2432,2024-09-08,7.89692e-10
2433,2022-12-02,-1.29219e-10
2434,2023-01-15,-3.29643e-08
2435,2022-07-28,5.92705e-08
2436,2023-10-10,0.0156173
2437,2022-07-02,-3.29139e-09
2438,2022-07-20,8.5496e-09
2439,2024-02-05,2.27778e-11
2440,2022-05-25,2.77238e-10
2441,2021-05-20,2.66791e-09
2442,2022-12-18,-9.16071e-10
2443,2020-12-02,-0.00427613
2444,2021-02-05,-0.0430398
2445,2021-03-30,5.11954e-11
2446,2021-05-24,2.68029e-11
2447,2021-11-16,0.0114583
2448,2023-10-17,-0.00473527
2449,2024-08-28,0.00185218
2450,2022-10-09,-8.66959e-10
2451,2022-07-13,-3.47882e-10
2452,2024-02-05,-4.03414e-11
2453,2020-12-26,-2.11211e-10
2454,2023-06-30,-6.91452e-10
2455,2024-10-15,3.96168e-10
2456,2024-01-25,-9.31702e-10
2457,2021-06-18,-1.06693e-09
2458,2023-09-07,1.69571e-09
2459,2020-12-04,-1.90333e-09
2460,2024-03-31,3.52113e-10
2461,2022-12-18,2.63445e-09
2462,2023-10-16,-4.84316e-12
2463,2023-01-15,-5.9467e-10
2464,2024-02-17,1.71772e-10
2465,2024-04-10,-4.2714e-10
2466,2021-11-03,0.0324649
2467,2021-12-27,1.40878e-11
2468,2021-05-29,-0.0237059
2469,2022-09-16,6.8933e-10
2470,2023-05-25,6.28658e-07
2471,2021-04-30,-5.49396e-10
2472,2023-12-01,1.91745e-11
2473,2023-12-27,1.80836e-09
2474,2021-02-13,-0.0619325
2475,2022-12-04,-6.88176e-09
2476,2021-03-28,0.0412864
2477,2023-02-07,-3.58781e-12
2478,2022-09-24,-5.38883e-11
2479,2021-12-06,0.0393269
2480,2021-11-03,-0.00060336
2481,2022-06-04,0.00118481
2482,2024-08-13,8.17883e-11
2483,2023-10-27,-0.0187225
2484,2023-11-28,4.88893e-10
2485,2020-11-23,-1.11074e-10
2486,2021-11-26,2.55995e-10
2487,2023-01-04,0.00642507
2488,2023-06-16,-2.44646e-09
2489,2023-02-27,-0.0508551
2490,2020-09-30,1.31011e-08
2491,2023-11-30,3.38456e-11
2492,2024-06-26,-2.52567e-10
2493,2024-03-24,1.67537e-12
2494,2021-02-25,2.07215e-09
2495,2021-08-13,5.53191e-13
2496,2022-08-13,0.0556587
2497,2024-04-30,3.3661e-11
2498,2022-09-04,7.37314e-11
2499,2023-09-11,3.36752e-08
2500,2023-06-22,0.11117
2501,2024-02-15,-0.0132856
2502,2024-09-10,1.64647e-09
2503,2022-11-01,1.13753e-08
2504,2022-12-06,-0.0219565
2505,2024-03-26,1.14066e-10
2506,2024-02-05,-2.45309e-07
2507,2024-11-01,-2.05901e-10
2508,2024-06-12,4.4696e-09
2509,2023-08-21,-1.38027e-08
2510,2021-01-13,1.28323e-10
2511,2021-08-09,0.00715662
2512,2023-06-08,1.7782e-08
2513,2022-12-26,2.01565e-10
2514,2023-05-29,6.42549e-10
2515,2021-06-29,2.35563e-10
2516,2024-01-27,1.37098e-10
2517,2023-01-17,0.0266359
2518,2020-11-20,1.14819e-10
2519,2021-04-22,-6.62206e-10
2520,2022-12-23,-7.40133e-10
2521,2020-10-17,0.0251371
2522,2023-02-17,1.13071e-11
2523,2021-12-22,1.1255e-11
2524,2020-11-03,0.00756361
2525,2022-07-28,-2.33131e-09
2526,2022-07-02,3.85287e-11
2527,2022-03-30,0.0284996
2528,2021-06-26,-0.0369007
2529,2024-05-01,-0.00319062
2530,2023-01-03,-1.23094e-11
2531,2022-11-22,-3.23768e-08
2532,2024-01-18,-0.00544801
2533,2023-03-23,4.5657e-09
2534,2022-08-29,4.32583e-09
2535,2024-05-02,0.0675979
2536,2023-07-18,1.08479e-10
2537,2023-12-13,8.36716e-10
2538,2021-07-10,1.08921e-09
2539,2021-05-31,-8.24989e-11
2540,2022-03-22,8.24192e-10
2541,2023-01-09,2.93107e-10
2542,2020-10-08,6.93379e-10
2543,2023-02-24,2.25166e-10
2544,2023-01-10,-0.0102537
2545,2022-01-28,-0.0140648
2546,2023-02-17,-8.50348e-10
2547,2021-04-24,-7.80362e-11
2548,2023-12-03,5.17289e-08
2549,2022-10-31,-6.44852e-10
2550,2024-08-21,1.12007e-11
2551,2023-04-26,1.59845e-09
2552,2023-10-06,1.5425e-09
2553,2021-01-01,-0.0227659
2554,2024-04-11,2.26864e-07
2555,2024-02-28,-3.35371e-10
2556,2022-10-22,2.50785e-09
2557,2022-05-30,2.24873e-10
2558,2022-01-01,-5.31021e-10
2559,2022-12-20,2.00838e-10
2560,2023-02-04,0.0253134
2561,2022-12-28,-3.97397e-11
2562,2022-09-24,1.71246e-09
2563,2021-11-04,0.0339644
2564,2024-10-31,0.0271956
2565,2021-05-27,-2.59045e-09
2566,2022-11-15,4.2822e-11
2567,2021-10-31,-1.27523e-07
2568,2023-09-23,0.00169309
2569,2024-05-04,-3.69333e-08
2570,2021-08-25,2.43265e-10
2571,2022-09-16,2.11378e-08
2572,2023-05-07,5.51651e-11
2573,2022-01-15,-3.03638e-10
2574,2022-11-18,-6.93301e-11
2575,2024-05-03,-2.60658e-09
2576,2023-12-12,-2.04012e-10
2577,2024-05-09,-0.0133282
2578,2023-03-20,-1.66144e-07
2579,2024-02-29,4.64449e-10
2580,2023-03-14,9.75241e-10
2581,2021-12-14,-6.38183e-09
2582,2024-09-22,1.57661e-11
2583,2024-06-10,-2.45069e-10
2584,2022-10-22,-1.63867e-12
2585,2023-12-16,-0.333716
2586,2024-10-25,-0.0655184
2587,2024-10-05,-3.85108e-12
2588,2022-03-29,4.01887e-11
2589,2024-07-11,-2.23636e-07
2590,2023-04-07,3.77003e-10
2591,2023-08-25,-1.59334e-09
2592,2020-11-17,-0.0216826
2593,2020-12-06,-3.27396e-09
2594,2024-01-28,3.14038e-11
2595,2022-04-24,2.1733e-09
2596,2021-01-22,1.04221e-09
2597,2023-12-19,-2.50497e-10
2598,2023-03-11,7.75583e-11
2599,2022-01-28,0.015836
2600,2020-12-09,3.08604e-07
2601,2024-04-24,-5.33321e-11
2602,2021-12-30,3.69238e-10
2603,2022-05-19,6.30679e-06
2604,2024-05-05,-1.1884e-11
2605,2023-04-13,-1.10488e-12
2606,2021-07-02,-5.80972e-10
2607,2021-11-19,-2.65779e-11
2608,2024-10-20,-5.64048e-10
2609,2022-04-26,9.46514e-11
2610,2021-01-05,-1.76193e-10
2611,2024-04-03,2.6817e-11
2612,2022-08-29,1.33839e-08
2613,2024-01-19,1.80252e-08
2614,2022-09-26,0.011086
2615,2022-03-22,-0.0551274
2616,2021-10-21,0.0321072
2617,2023-11-07,-3.63523e-13
2618,2022-12-08,-2.98474e-11
2619,2021-04-01,-7.89372e-10
2620,2023-06-22,-4.42148e-09
2621,2021-08-21,1.58287e-10
2622,2024-01-09,-1.76834e-11
2623,2024-07-25,-5.35991e-10
2624,2023-05-12,3.16244e-11
2625,2021-10-30,-1.09343e-10
2626,2024-10-07,-1.74614e-10
2627,2022-08-21,1.04677e-11
2628,2022-06-02,2.16983e-11
2629,2022-03-08,-0.0226518
2630,2022-01-13,5.9215e-10
2631,2021-08-17,-4.35339e-09
2632,2024-06-24,-7.85571e-09
2633,2023-06-09,-1.70734e-10
2634,2023-05-29,-1.29191e-10
2635,2021-12-16,0.0268533
2636,2022-07-26,4.02289e-10
2637,2023-09-10,-0.00449026
2638,2022-07-21,4.21052e-10
2639,2020-09-27,-1.77003e-10
2640,2021-09-13,0.000685019
2641,2024-01-30,0.0422109
2642,2024-02-02,-0.00995299
2643,2024-08-27,9.25221e-10
2644,2022-05-24,-4.04712e-09
2645,2021-03-29,3.76401e-10
2646,2021-04-06,-0.0100349
2647,2021-06-14,-2.01521e-10
2648,2024-03-29,0.0227604
2649,2024-01-17,-0.0110078
2650,2023-07-21,-0.0135387
2651,2021-03-08,-1.92757e-10
2652,2022-12-29,-2.90253e-10
2653,2022-09-24,-1.93382e-10
2654,2024-05-11,9.92396e-11
2655,2022-03-28,4.51587e-09
2656,2023-02-09,-0.00598989
2657,2022-07-05,0.00225887
2658,2022-12-05,-8.81456e-08
2659,2023-04-19,9.03609e-10
2660,2022-03-26,-2.75782e-10
2661,2021-04-03,1.30048e-10
2662,2023-02-19,7.11588e-08
2663,2022-01-11,-3.24143e-09
2664,2021-01-03,1.24034e-11
2665,2023-12-23,-0.000674079
2666,2021-05-08,-0.00542397
2667,2021-04-20,-3.54627e-11
2668,2024-10-27,1.90219e-07
2669,2024-04-07,-8.58419e-09
2670,2022-09-17,-2.27468e-09
2671,2022-01-09,-0.011665
2672,2023-03-27,-3.63496e-12
2673,2021-01-04,-0.00244445
2674,2024-09-12,-6.44537e-11
2675,2024-09-21,-1.50395e-09
2676,2020-11-15,1.19557e-12
2677,2023-05-20,-2.04888e-12
2678,2022-04-11,9.97055e-10
2679,2024-07-01,1.74405e-09
2680,2021-01-06,6.03238e-10
2681,2021-05-30,0.0163522
2682,2021-12-17,-0.0273841
2683,2024-03-30,1.254e-11
2684,2024-05-25,-0.00655203
2685,2024-04-09,2.92446e-07
2686,2024-04-22,3.98705e-10
2687,2022-03-08,4.6879e-11
2688,2021-08-03,-0.00178229
2689,2022-07-01,5.9196e-11
2690,2021-01-27,0.0176311
2691,2020-12-07,0.0208681
2692,2021-11-05,-1.45514e-09
2693,2023-10-23,-3.25971e-10
2694,2021-07-30,6.38074e-10
2695,2021-10-17,1.69997e-05
2696,2021-06-19,8.65048e-08
2697,2022-11-27,-4.32481e-10
2698,2024-05-11,-0.300978
2699,2023-06-22,2.24414e-09
2700,2022-05-18,-0.00676597
2701,2022-07-21,4.80442e-08
2702,2024-01-15,2.88131e-11
2703,2024-08-19,-2.29942e-07
2704,2023-09-30,8.15815e-11
2705,2023-08-03,-4.87866e-07
2706,2024-09-09,3.19104e-09
2707,2024-10-20,-4.775e-10
2708,2022-05-13,2.21009e-10
2709,2023-05-18,-4.12805e-09
2710,2021-11-03,3.63166e-05
2711,2024-01-23,-0.00909447
2712,2021-04-03,4.2924e-11
2713,2022-11-01,2.88786e-09
2714,2023-06-02,0.0040074
2715,2021-12-22,5.48763e-11
2716,2023-10-17,0.0117072
2717,2022-05-26,7.65188e-10
2718,2024-08-29,-4.03548e-09
2719,2020-11-30,-0.0218023
2720,2020-10-01,-5.35908e-10
2721,2021-11-08,-6.12027e-10
2722,2021-01-10,-0.0543632
2723,2021-07-25,-5.7386e-11
2724,2024-10-15,5.94505e-09
2725,2022-02-04,-5.21092e-11
2726,2023-12-22,3.65066e-07
2727,2024-02-03,-4.01958e-09
2728,2023-02-11,-2.07065e-11
2729,2023-09-13,6.31485e-10
2730,2024-07-25,-0.00303872
2731,2024-09-04,2.413e-10
2732,2023-06-27,-0.0240586
2733,2022-07-06,5.07004e-10
2734,2023-11-22,0.00243626
2735,2021-03-08,-0.0100716
2736,2021-09-04,3.27901e-10
2737,2023-05-07,5.16817e-07
2738,2022-01-13,-9.85855e-10
2739,2021-10-23,0.0229507
2740,2021-11-03,-1.08947e-10
2741,2024-05-09,-0.0118627
2742,2021-02-20,-0.0489074
2743,2022-04-29,-0.0152268
2744,2021-01-04,-1.40946e-10
2745,2024-03-29,3.35075e-10
2746,2021-02-21,-8.96467e-09
2747,2024-02-05,-9.74581e-09
2748,2022-05-05,1.13817e-09
2749,2022-11-17,4.79159e-11
2750,2021-11-17,-8.79129e-11
2751,2021-11-06,7.59375e-10
2752,2022-03-31,-3.28901e-11
2753,2021-01-09,8.9812e-11
2754,2021-06-29,1.20041e-10
2755,2023-07-13,1.03992e-10
2756,2023-01-09,-6.40871e-12
2757,2023-06-25,0.0283143
2758,2021-03-01,-2.75095e-11
2759,2024-05-19,7.50908e-11
2760,2024-06-19,2.60639e-08
2761,2022-03-26,0.0251987
2762,2023-03-27,-9.15603e-10
2763,2024-05-09,1.39416e-10
2764,2023-07-13,1.10199e-07
2765,2021-08-01,-3.39932e-12
2766,2024-10-19,7.585e-11
2767,2022-09-16,0.00658472
2768,2021-05-01,-3.70479e-10
2769,2023-03-16,4.2924e-08
